Subtema	Surah	Ayat	Terjemahan
Sifat Ahli Neraka dan Kejahatan Mereka	2	126	"Dan (ingatlah), ketika Ibrahim berdoa ""Ya Tuhanku, jadikanlah negeri ini, negeri yang aman sentosa, dan berikanlah rezeki dari buah-buahan kepada penduduknya yang beriman diantara mereka kepada Allah dan hari kemudian. Allah berfirman ""Dan kepada orang yang kafirpun Aku beri kesenangan sementara, kemudian Aku paksa ia menjalani siksa neraka dan itulah seburuk-buruk tempat kembali""."
Sifat Ahli Neraka dan Kejahatan Mereka	2	161	Sesungguhnya orang-orang kafir dan mereka mati dalam keadaan kafir, mereka itu mendapat laknat Allah, para Malaikat dan manusia seluruhnya.
Sifat Ahli Neraka dan Kejahatan Mereka	2	162	Mereka kekal di dalam laknat itu tidak akan diringankan siksa dari mereka dan tidak (pula) mereka diberi tangguh.
Sifat Ahli Neraka dan Kejahatan Mereka	2	175	Mereka itulah orang-orang yang membeli kesesatan dengan petunjuk dan siksa dengan ampunan. Maka alangkah beraninya mereka menentang api neraka!
Sifat Ahli Neraka dan Kejahatan Mereka	2	206	"Dan apabila dikatakan kepadanya ""Bertakwalah kepada Allah"", bangkitlah kesombongannya yang menyebabkannya berbuat dosa. Maka cukuplah (balasannya) neraka Jahannam. Dan sungguh neraka Jahannam itu tempat tinggal yang seburuk-buruknya."
Sifat Ahli Neraka dan Kejahatan Mereka	2	217	"Mereka bertanya kepadamu tentang berperang pada bulan Haram. Katakanlah ""Berperang dalam bulan itu adalah dosa besar tetapi menghalangi (manusia) dari jalan Allah, kafir kepada Allah, (menghalangi masuk) Masjidilharam dan mengusir penduduknya dari sekitarnya, lebih besar (dosanya) di sisi Allah. Dan berbuat fitnah lebih besar (dosanya) daripada membunuh. Mereka tidak henti-hentinya memerangi kamu sampai mereka (dapat) mengembalikan kamu dari agamamu (kepada kekafiran), seandainya mereka sanggup. Barangsiapa yang murtad di antara kamu dari agamanya, lalu dia mati dalam kekafiran, maka mereka itulah yang sia-sia amalannya di dunia dan di akhirat, dan mereka itulah penghuni neraka, mereka kekal di dalamnya."
Sifat Ahli Neraka dan Kejahatan Mereka	2	257	Allah Pelindung orang-orang yang beriman Dia mengeluarkan mereka dari kegelapan (kekafiran) kepada cahaya (iman). Dan orang-orang yang kafir, pelindung-pelindungnya ialah syaitan, yang mengeluarkan mereka daripada cahaya kepada kegelapan (kekafiran). Mereka itu adalah penghuni neraka mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	2	275	Orang-orang yang makan (mengambil) riba tidak dapat berdiri melainkan seperti berdirinya orang yang kemasukan syaitan lantaran (tekanan) penyakit gila. Keadaan mereka yang demikian itu, adalah disebabkan mereka berkata (berpendapat), sesungguhnya jual beli itu sama dengan riba, padahal Allah telah menghalalkan jual beli dan mengharamkan riba. Orang-orang yang telah sampai kepadanya larangan dari Tuhannya, lalu terus berhenti (dari mengambil riba), maka baginya apa yang telah diambilnya dahulu (sebelum datang larangan) dan urusannya (terserah) kepada Allah. Orang yang kembali (mengambil riba), maka orang itu adalah penghuni-penghuni neraka mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	3	11	(keadaan mereka) adalah sebagai keadaan kaum FirÇaun dan orang-orang yang sebelumnya mereka mendustakan ayat-ayat Kami karena itu Allah menyiksa mereka disebabkan dosa-dosa mereka. Dan Allah sangat keras siksa-Nya.
Sifat Ahli Neraka dan Kejahatan Mereka	3	12	"Katakanlah kepada orang-orang yang kafir ""Kamu pasti akan dikalahkan (di dunia ini) dan akan digiring ke dalam neraka Jahannam. Dan itulah tempat yang seburuk-buruknya""."
Sifat Ahli Neraka dan Kejahatan Mereka	3	151	Akan Kami masukkan ke dalam hati orang-orang kafir rasa takut, disebabkan mereka mempersekutukan Allah dengan sesuatu yang Allah sendiri tidak menurunkan keterangan tentang itu. Tempat kembali mereka ialah neraka dan itulah seburuk-buruk tempat tinggal orang-orang yang zalim.
Sifat Ahli Neraka dan Kejahatan Mereka	3	162	Apakah orang yang mengikuti keridhaan Allah sama dengan orang yang kembali membawa kemurkaan (yang besar) dari Allah dan tempatnya adalah Jahannam? Dan itulah seburuk-buruk tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	4	14	Dan barangsiapa yang mendurhakai Allah dan Rasul-Nya dan melanggar ketentuan-ketentuan-Nya, niscaya Allah memasukkannya ke dalam api neraka sedang ia kekal di dalamnya dan baginya siksa yang menghinakan.
Sifat Ahli Neraka dan Kejahatan Mereka	4	37	(yaitu) orang-orang yang kikir, dan menyuruh orang lain berbuat kikir, dan menyembunyikan karunia Allah yang telah diberikan-Nya kepada mereka. Dan Kami telah menyediakan untuk orang-orang kafir siksa yang menghinakan.
Sifat Ahli Neraka dan Kejahatan Mereka	4	55	Maka di antara mereka (orang-orang yang dengki itu), ada orang-orang yang beriman kepadanya, dan di antara mereka ada orang-orang yang menghalangi (manusia) dari beriman kepadanya. Dan cukuplah (bagi mereka) Jahannam yang menyala-nyala apinya.
Sifat Ahli Neraka dan Kejahatan Mereka	4	56	Sesungguhnya orang-orang yang kafir kepada ayat-ayat Kami, kelak akan Kami masukkan mereka ke dalam neraka. Setiap kali kulit mereka hangus, Kami ganti kulit mereka dengan kulit yang lain, supaya mereka merasakan azab. Sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.
Sifat Ahli Neraka dan Kejahatan Mereka	4	93	Dan barangsiapa yang membunuh seorang mukmin dengan sengaja maka balasannya ialah Jahannam, kekal ia di dalamnya dan Allah murka kepadanya, dan mengutukinya serta menyediakan azab yang besar baginya.
Sifat Ahli Neraka dan Kejahatan Mereka	4	97	"Sesungguhnya orang-orang yang diwafatkan malaikat dalam keadaan menganiaya diri sendiri, (kepada mereka) malaikat bertanya ""Dalam keadaan bagaimana kamu ini?"". Mereka menjawab ""Adalah kami orang-orang yang tertindas di negeri (Mekah)"". Para malaikat berkata ""Bukankah bumi Allah itu luas, sehingga kamu dapat berhijrah di bumi itu?"". Orang-orang itu tempatnya neraka Jahannam, dan Jahannam itu seburuk-buruk tempat kembali,"
Sifat Ahli Neraka dan Kejahatan Mereka	4	115	Dan barangsiapa yang menentang Rasul sesudah jelas kebenaran baginya, dan mengikuti jalan yang bukan jalan orang-orang mukmin, Kami biarkan ia leluasa terhadap kesesatan yang telah dikuasainya itu dan Kami masukkan ia ke dalam Jahannam, dan Jahannam itu seburuk-buruk tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	4	121	Mereka itu tempatnya Jahannam dan mereka tidak memperoleh tempat lari dari padanya.
Sifat Ahli Neraka dan Kejahatan Mereka	4	140	Dan sungguh Allah telah menurunkan kekuatan kepada kamu di dalam Al Quran bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan (oleh orang-orang kafir), maka janganlah kamu duduk beserta mereka, sehingga mereka memasuki pembicaraan yang lain. Karena sesungguhnya (kalau kamu berbuat demikian), tentulah kamu serupa dengan mereka. Sesungguhnya Allah akan mengumpulkan semua orang-orang munafik dan orang-orang kafir di dalam Jahannam,
Sifat Ahli Neraka dan Kejahatan Mereka	4	145	Sesungguhnya orang-orang munafik itu (ditempatkan) pada tingkatan yang paling bawah dari neraka. Dan kamu sekali-kali tidak akan mendapat seorang penolongpun bagi mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	4	151	merekalah orang-orang yang kafir sebenar-benarnya. Kami telah menyediakan untuk orang-orang yang kafir itu siksaan yang menghinakan.
Sifat Ahli Neraka dan Kejahatan Mereka	4	161	dan disebabkan mereka memakan riba, padahal sesungguhnya mereka telah dilarang daripadanya, dan karena mereka memakan harta benda orang dengan jalan yang batil. Kami telah menyediakan untuk orang-orang yang kafir di antara mereka itu siksa yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	4	169	kecuali jalan ke neraka Jahannam mereka kekal di dalamnya selama-lamanya. Dan yang demikian itu adalah mudah bagi Allah.
Sifat Ahli Neraka dan Kejahatan Mereka	5	10	Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu adalah penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	5	29	"""Sesungguhnya aku ingin agar kamu kembali dengan (membawa) dosa (membunuh)ku dan dosamu sendiri, maka kamu akan menjadi penghuni neraka, dan yang demikian itulah pembalasan bagi orang-orang yang zalim""."
Sifat Ahli Neraka dan Kejahatan Mereka	5	72	"Sesungguhnya telah kafirlah orang-orang yang berkata ""Sesungguhnya Allah ialah Al Masih putera Maryam"", padahal Al Masih (sendiri) berkata ""Hai Bani Israil, sembahlah Allah Tuhanku dan Tuhanmu"". Sesungguhnya orang yang mempersekutukan (sesuatu dengan) Allah, maka pasti Allah mengharamkan kepadanya surga, dan tempatnya ialah neraka, tidaklah ada bagi orang-orang zalim itu seorang penolongpun."
Sifat Ahli Neraka dan Kejahatan Mereka	5	80	Kamu melihat kebanyakan dari mereka tolong-menolong dengan orang-orang yang kafir (musyrik). Sesungguhnya amat buruklah apa yang mereka sediakan untuk diri mereka, yaitu kemurkaan Allah kepada mereka dan mereka akan kekal dalam siksaan.
Sifat Ahli Neraka dan Kejahatan Mereka	5	86	Dan orang-orang kafir serta mendustakan ayat-ayat Kami, mereka itulah penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	6	128	"Dan (ingatlah) hari diwaktu Allah menghimpunkan mereka semuanya (dan Allah berfirman) ""Hai golongan jin, sesungguhnya kamu telah banyak menyesatkan manusia"", lalu berkatalah kawan-kawan meraka dari golongan manusia ""Ya Tuhan kami, sesungguhnya sebahagian daripada kami telah dapat kesenangan dari sebahagian (yang lain) dan kami telah sampai kepada waktu yang telah Engkau tentukan bagi kami"". Allah berfirman ""Neraka itulah tempat diam kamu, sedang kamu kekal di dalamnya, kecuali kalau Allah menghendaki (yang lain)"". Sesungguhnya Tuhanmu Maha Bijaksana lagi Maha Mengetahui."
Sifat Ahli Neraka dan Kejahatan Mereka	6	129	Dan demikianlah Kami jadikan sebahagian orang-orang yang zalim itu menjadi teman bagi sebahagian yang lain disebabkan apa yang mereka usahakan.
Sifat Ahli Neraka dan Kejahatan Mereka	6	157	"Atau agar kamu (tidak) mengatakan ""Sesungguhnya jikalau kitab ini diturunkan kepada kami, tentulah kami lebih mendapat petunjuk dari mereka"". Sesungguhnya telah datang kepada kamu keterangan yang nyata dari Tuhanmu, petunjuk dan rahmat. Maka siapakah yang lebih zalim daripada orang yang mendustakan ayat-ayat Allah dan berpaling daripadanya? Kelak Kami akan memberi balasan kepada orang-orang yang berpaling dari ayat-ayat Kami dengan siksa yang buruk, disebabkan mereka selalu berpaling."
Sifat Ahli Neraka dan Kejahatan Mereka	7	18	"Allah berfirman ""Keluarlah kamu dari surga itu sebagai orang terhina lagi terusir. Sesungguhnya barangsiapa di antara mereka mengikuti kamu, benar-benar Aku akan mengisi neraka Jahannam dengan kamu semuanya""."
Sifat Ahli Neraka dan Kejahatan Mereka	7	36	Dan orang-orang yang mendustakan ayat-ayat Kami dan menyombongkan diri terhadapnya, mereka itu penghuni-penghuni neraka mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	7	38	"Allah berfirman ""Masuklah kamu sekalian ke dalam neraka bersama umat-umat jin dan manusia yang telah terdahulu sebelum kamu. Setiap suatu umat masuk (ke dalam neraka), dia mengutuk kawannya (menyesatkannya) sehingga apabila mereka masuk semuanya berkatalah orang-orang yang masuk kemudian di antara mereka kepada orang-orang yang masuk terdahulu ""Ya Tuhan kami, mereka telah menyesatkan kami, sebab itu datangkanlah kepada mereka siksaan yang berlipat ganda dari neraka"". Allah berfirman ""Masing-masing mendapat (siksaan) yang berlipat ganda, akan tetapi kamu tidak mengetahui""."
Sifat Ahli Neraka dan Kejahatan Mereka	7	39	"Dan berkata orang-orang yang masuk terdahulu di antara mereka kepada orang-orang yang masuk kemudian ""Kamu tidak mempunyai kelebihan sedikitpun atas kami, maka rasakanlah siksaan karena perbuatan yang telah kamu lakukan""."
Sifat Ahli Neraka dan Kejahatan Mereka	7	41	Mereka mempunyai tikar tidur dari api neraka dan di atas mereka ada selimut (api neraka). Demikianlah Kami memberi balasan kepada orang-orang yang zalim,
Sifat Ahli Neraka dan Kejahatan Mereka	7	47	"Dan apabila pandangan mereka dialihkan ke arah penghuni neraka, mereka berkata ""Ya Tuhan kami, janganlah Engkau tempatkan kami bersama-sama orang-orang yang zalim itu""."
Sifat Ahli Neraka dan Kejahatan Mereka	7	50	"Dan penghuni neraka menyeru penghuni surga ""Limpahkanlah kepada kami sedikit air atau makanan yang telah direzekikan Allah kepadamu"". Mereka (penghuni surga) menjawab ""Sesungguhnya Allah telah mengharamkan keduanya itu atas orang-orang kafir,"
Sifat Ahli Neraka dan Kejahatan Mereka	7	179	Dan sesungguhnya Kami jadikan untuk (isi neraka Jahannam) kebanyakan dari jin dan manusia, mereka mempunyai hati, tetapi tidak dipergunakannya untuk memahami (ayat-ayat Allah) dan mereka mempunyai mata (tetapi) tidak dipergunakannya untuk melihat (tanda-tanda kekuasaan Allah), dan mereka mempunyai telinga (tetapi) tidak dipergunakannya untuk mendengar (ayat-ayat Allah). Mereka itu sebagai binatang ternak, bahkan mereka lebih sesat lagi. Mereka itulah orang-orang yang lalai.
Sifat Ahli Neraka dan Kejahatan Mereka	8	14	Itulah (hukum dunia yang ditimpakan atasmu), maka rasakanlah hukuman itu. Sesungguhnya bagi orang-orang yang kafir itu ada (lagi) azab neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	8	16	Barangsiapa yang membelakangi mereka (mundur) di waktu itu, kecuali berbelok untuk (sisat) perang atau hendak menggabungkan diri dengan pasukan yang lain, maka sesungguhnya orang itu kembali dengan membawa kemurkaan dari Allah, dan tempatnya ialah neraka Jahannam. Dan amat buruklah tempat kembalinya.
Sifat Ahli Neraka dan Kejahatan Mereka	8	36	Sesungguhnya orang-orang yang kafir menafkahkan harta mereka untuk menghalangi (orang) dari jalan Allah. Mereka akan menafkahkan harta itu, kemudian menjadi sesalan bagi mereka, dan mereka akan dikalahkan. Dan ke dalam jahannam-lah orang-orang yang kafir itu dikumpulkan,
Sifat Ahli Neraka dan Kejahatan Mereka	8	37	supaya Allah memisahkan (golongan) yang buruk dari yang baik dan menjadikan (golongan) yang buruk itu sebagiannya di atas sebagian yang lain, lalu kesemuanya ditumpukkan-Nya, dan dimasukkan-Nya ke dalam neraka Jahannam. Mereka itulah orang-orang yang merugi.
Sifat Ahli Neraka dan Kejahatan Mereka	8	50	"Kalau kamu melihat ketika para malaikat mencabut jiwa orang-orang yang kafir seraya memukul muka dan belakang mereka (dan berkata) ""Rasakanlah olehmu siksa neraka yang membakar"", (tentulah kamu akan merasa ngeri)."
Sifat Ahli Neraka dan Kejahatan Mereka	9	17	Tidaklah pantas orang-orang musyrik itu memakmurkan mesjid-mesjid Allah, sedang mereka mengakui bahwa mereka sendiri kafir. Itulah orang-orang yang sia-sia pekerjaannya, dan mereka kekal di dalam neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	9	49	"Di antara mereka ada orang yang berkata ""Berilah saya keizinan (tidak pergi berperang) dan janganlah kamu menjadikan saya terjerumus dalam fitnah"". Ketahuilah bahwa mereka telah terjerumus ke dalam fitnah. Dan sesungguhnya Jahannam itu benar-benar meliputi orang-orang yang kafir."
Sifat Ahli Neraka dan Kejahatan Mereka	9	63	Tidaklah mereka (orang-orang munafik itu) mengetahui bahwasanya barangsiapa menentang Allah dan Rasul-Nya, maka sesungguhnya nerakan jahannam-lah baginya, kekal mereka di dalamnya. Itu adalah kehinaan yang besar.
Sifat Ahli Neraka dan Kejahatan Mereka	9	68	Allah mengancam orang-orang munafik laki-laki dan perempuan dan orang-orang kafir dengan neraka Jahannam, mereka kekal di dalamnya. Cukuplah neraka itu bagi mereka, dan Allah melaknati mereka, dan bagi mereka azab yang kekal.
Sifat Ahli Neraka dan Kejahatan Mereka	9	73	Hai Nabi, berjihadlah (melawan) orang-orang kafir dan orang-orang munafik itu, dan bersikap keraslah terhadap mereka. Tempat mereka ialah jahannam. Dan itu adalah tempat kembali yang seburuk-buruknya.
Sifat Ahli Neraka dan Kejahatan Mereka	9	81	"Orang-orang yang ditinggalkan (tidak ikut perang) itu, merasa gembira dengan tinggalnya mereka di belakang Rasulullah, dan mereka tidak suka berjihad dengan harta dan jiwa mereka pada jalan Allah dan mereka berkata ""Janganlah kamu berangkat (pergi berperang) dalam panas terik ini"". Katakanlah ""Api neraka jahannam itu lebih sangat panas(nya)"" jika mereka mengetahui."
Sifat Ahli Neraka dan Kejahatan Mereka	9	95	Kelak mereka akan bersumpah kepadamu dengan nama Allah, apabila kamu kembali kepada mereka, supaya kamu berpaling dari mereka. Maka berpalinglah dari mereka karena sesungguhnya mereka itu adalah najis dan tempat mereka jahannam sebagai balasan atas apa yang telah mereka kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	9	109	Maka apakah orang-orang yang mendirikan mesjidnya di atas dasar takwa kepada Allah dan keridhaan-(Nya) itu yang baik, ataukah orang-orang yang mendirikan bangunannya di tepi jurang yang runtuh, lalu bangunannya itu jatuh bersama-sama dengan dia ke dalam neraka Jahannam. Dan Allah tidak memberikan petunjuk kepada orang-orang yang zalim.
Sifat Ahli Neraka dan Kejahatan Mereka	9	113	Tiadalah sepatutnya bagi Nabi dan orang-orang yang beriman memintakan ampun (kepada Allah) bagi orang-orang musyrik, walaupun orang-orang musyrik itu adalah kaum kerabat(nya), sesudah jelas bagi mereka, bahwasanya orang-orang musyrik itu adalah penghuni neraka jahannam.
Sifat Ahli Neraka dan Kejahatan Mereka	10	4	Hanya kepada-Nya-lah kamu semuanya akan kembali sebagai janji yang benar daripada Allah, sesungguhnya Allah menciptakan makhluk pada permulaannya kemudian mengulanginya (menghidupkannya) kembali (sesudah berbangkit), agar Dia memberi pembalasan kepada orang-orang yang beriman dan yang mengerjakan amal saleh dengan adil. Dan untuk orang-orang kafir disediakan minuman air yang panas dan azab yang pedih disebabkan kekafiran mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	10	27	Dan orang-orang yang mengerjakan kejahatan (mendapat) balasan yang setimpal dan mereka ditutupi kehinaan. Tidak ada bagi mereka seorang pelindungpun dari (azab) Allah, seakan-akan muka mereka ditutupi dengan kepingan-kepingan malam yang gelap gelita. Mereka itulah penghuni neraka mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	10	52	"Kemudian dikatakan kepada orang-orang yang zalim (musyrik) itu ""Rasakanlah olehmu siksaan yang kekal kamu tidak diberi balasan melainkan dengan apa yang telah kamu kerjakan""."
Sifat Ahli Neraka dan Kejahatan Mereka	11	16	Itulah orang-orang yang tidak memperoleh di akhirat, kecuali neraka dan lenyaplah di akhirat itu apa yang telah mereka usahakan di dunia dan sia-sialah apa yang telah mereka kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	11	17	Apakah (orang-orang kafir itu sama dengan) orang-orang yang ada mempunyai bukti yang nyata (Al Quran) dari Tuhannya, dan diikuti pula oleh seorang saksi (Muhammad) dari Allah dan sebelum Al Quran itu telah ada Kitab Musa yang menjadi pedoman dan rahmat? Mereka itu beriman kepada Al Quran. Dan barangsiapa di antara mereka (orang-orang Quraisy) dan sekutu-sekutunya yang kafir kepada Al Quran, maka nerakalah tempat yang diancamkan baginya, karena itu janganlah kamu ragu-ragu terhadap Al Quran itu. Sesungguhnya (Al Quran) itu benar-benar dari Tuhanmu, tetapi kebanyakan manusia tidak beriman.
Sifat Ahli Neraka dan Kejahatan Mereka	11	106	Adapun orang-orang yang celaka, maka (tempatnya) di dalam neraka, di dalamnya mereka mengeluarkan dan menarik nafas (dengan merintih),
Sifat Ahli Neraka dan Kejahatan Mereka	11	119	kecuali orang-orang yang diberi rahmat oleh Tuhanmu. Dan untuk itulah Allah menciptakan mereka. Kalimat Tuhanmu (keputusan-Nya) telah ditetapkan sesungguhnya Aku akan memenuhi neraka Jahannam dengan jin dan manusia (yang durhaka) semuanya.
Sifat Ahli Neraka dan Kejahatan Mereka	13	5	"Dan jika (ada sesuatu) yang kamu herankan, maka yang patut mengherankan adalah ucapan mereka ""Apabila kami telah menjadi tanah, apakah kami sesungguhnya akan (dikembalikan) menjadi makhluk yang baru?"" Orang-orang itulah yang kafir kepada Tuhannya dan orang-orang itulah (yang dilekatkan) belenggu di lehernya mereka itulah penghuni neraka, mereka kekal di dalamnya."
Sifat Ahli Neraka dan Kejahatan Mereka	13	18	Bagi orang-orang yang memenuhi seruan Tuhannya, (disediakan) pembalasan yang baik. Dan orang-orang yang tidak memenuhi seruan Tuhan, sekiranya mereka mempunyai semua (kekayaan) yang ada di bumi dan (ditambah) sebanyak isi bumi itu lagi besertanya, niscaya mereka akan menebus dirinya dengan kekayaan itu. Orang-orang itu disediakan baginya hisab yang buruk dan tempat kediaman mereka ialah jahannam dan itulah seburuk-buruk tempat kediaman.
Sifat Ahli Neraka dan Kejahatan Mereka	13	25	Orang-orang yang merusak janji Allah setelah diikrarkan dengan teguh dan memutuskan apa-apa yang Allah perintahkan supaya dihubungkan dan mengadakan kerusakan di bumi, orang-orang itulah yang memperoleh kutukan dan bagi mereka tempat kediaman yang buruk (Jahannam).
Sifat Ahli Neraka dan Kejahatan Mereka	14	17	diminumnnya air nanah itu dan hampir dia tidak bisa menelannya dan datanglah (bahaya) maut kepadanya dari segenap penjuru, tetapi dia tidak juga mati, dan dihadapannya masih ada azab yang berat.
Sifat Ahli Neraka dan Kejahatan Mereka	14	29	yaitu neraka jahannam mereka masuk kedalamnya dan itulah seburuk-buruk tempat kediaman.
Sifat Ahli Neraka dan Kejahatan Mereka	14	30	"Orang-orang kafir itu telah menjadikan sekutu-sekutu bagi Allah supaya mereka menyesatkan (manusia) dari jalan-Nya. Katakanlah ""Bersenang-senanglah kamu, karena sesungguhnya tempat kembalimu ialah neraka""."
Sifat Ahli Neraka dan Kejahatan Mereka	15	43	Dan sesungguhnya Jahannam itu benar-benar tempat yang telah diancamkan kepada mereka (pengikut-pengikut syaitan) semuanya.
Sifat Ahli Neraka dan Kejahatan Mereka	16	29	Maka masukilah pintu-pintu neraka Jahannam, kamu kekal di dalamnya. Maka amat buruklah tempat orang-orang yang menyombongkan diri itu.
Sifat Ahli Neraka dan Kejahatan Mereka	16	62	Dan mereka menetapkan bagi Allah apa yang mereka sendiri membencinya, dan lidah mereka mengucapkan kedustaan, yaitu bahwa sesungguhnya merekalah yang akan mendapat kebaikan. Tiadalah diragukan bahwa nerakalah bagi mereka, dan sesungguhnya mereka segera dimasukkan (ke dalamnya).
Sifat Ahli Neraka dan Kejahatan Mereka	17	8	Mudah-mudahan Tuhanmu akan melimpahkan rahmat(Nya) kepadamu dan sekiranya kamu kembali kepada (kedurhakaan) niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahannam penjara bagi orang-orang yang tidak beriman.
Sifat Ahli Neraka dan Kejahatan Mereka	17	10	dan sesungguhnya orang-orang yang tidak beriman kepada kehidupan akhirat, Kami sediakan bagi mereka azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	17	18	Barangsiapa menghendaki kehidupan sekarang (duniawi), maka Kami segerakan baginya di dunia itu apa yang kami kehendaki bagi orang yang kami kehendaki dan Kami tentukan baginya neraka jahannam ia akan memasukinya dalam keadaan tercela dan terusir.
Sifat Ahli Neraka dan Kejahatan Mereka	17	39	Itulah sebagian hikmah yang diwahyukan Tuhanmu kepadamu. Dan janganlah kamu mengadakan tuhan yang lain di samping Allah, yang menyebabkan kamu dilemparkan ke dalam neraka dalam keadaan tercela lagi dijauhkan (dari rahmat Allah).
Sifat Ahli Neraka dan Kejahatan Mereka	17	63	"Tuhan berfirman ""Pergilah, barangsiapa di antara mereka yang mengikuti kamu, maka sesungguhnya neraka Jahannam adalah balasanmu semua, sebagai suatu pembalasan yang cukup."
Sifat Ahli Neraka dan Kejahatan Mereka	17	97	Dan barangsiapa yang ditunjuki Allah, dialah yang mendapat petunjuk dan barangsiapa yang Dia sesatkan maka sekali-kali kamu tidak akan mendapat penolong-penolong bagi mereka selain dari Dia. Dan Kami akan mengumpulkan mereka pada hari kiamat (diseret) atas muka mereka dalam keadaan buta, bisu dan pekak. Tempat kediaman mereka adalah neraka jahannam. Tiap-tiap kali nyala api Jahannam itu akan padam, Kami tambah lagi bagi mereka nyalanya.
Sifat Ahli Neraka dan Kejahatan Mereka	18	29	"Dan katakanlah ""Kebenaran itu datangnya dari Tuhanmu maka barangsiapa yang ingin (beriman) hendaklah ia beriman, dan barangsiapa yang ingin (kafir) biarlah ia kafir"". Sesungguhnya Kami telah sediakan bagi orang orang zalim itu neraka, yang gejolaknya mengepung mereka. Dan jika mereka meminta minum, niscaya mereka akan diberi minum dengan air seperti besi yang mendidih yang menghanguskan muka. Itulah minuman yang paling buruk dan tempat istirahat yang paling jelek."
Sifat Ahli Neraka dan Kejahatan Mereka	18	102	maka apakah orang-orang kafir menyangka bahwa mereka (dapat) mengambil hamba-hamba-Ku menjadi penolong selain Aku? Sesungguhnya Kami telah menyediakan neraka Jahannam tempat tinggal bagi orang-orang kafir.
Sifat Ahli Neraka dan Kejahatan Mereka	18	105	Mereka itu orang-orang yang telah kufur terhadap ayat-ayat Tuhan mereka dan (kufur terhadap) perjumpaan dengan Dia, maka hapuslah amalan-amalan mereka, dan Kami tidak mengadakan suatu penilaian bagi (amalan) mereka pada hari kiamat.
Sifat Ahli Neraka dan Kejahatan Mereka	18	106	Demikianlah balasan mereka itu neraka Jahannam, disebabkan kekafiran mereka dan disebabkan mereka menjadikan ayat-ayat-Ku dan rasul-rasul-Ku sebagai olok-olok.
Sifat Ahli Neraka dan Kejahatan Mereka	19	68	Demi Tuhanmu, sesungguhnya akan Kami bangkitkan mereka bersama syaitan, kemudian akan Kami datangkan mereka ke sekeliling Jahannam dengan berlutut.
Sifat Ahli Neraka dan Kejahatan Mereka	19	70	Dan kemudian Kami sungguh lebih mengetahui orang-orang yang seharusnya dimasukkan ke dalam neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	19	72	Kemudian Kami akan menyelamatkan orang-orang yang bertakwa dan membiarkan orang-orang yang zalim di dalam neraka dalam keadaan berlutut.
Sifat Ahli Neraka dan Kejahatan Mereka	20	74	Sesungguhnya barangsiapa datang kepada Tuhannya dalam keadaan berdosa, maka sesungguhnya baginya neraka Jahannam. Ia tidak mati di dalamnya dan tidak (pula) hidup.
Sifat Ahli Neraka dan Kejahatan Mereka	20	100	Barangsiapa berpaling dari pada Al qurÇan maka sesungguhnya ia akan memikul dosa yang besar di hari kiamat,
Sifat Ahli Neraka dan Kejahatan Mereka	21	100	Mereka merintih di dalam api dan mereka di dalamnya tidak bisa mendengar.
Sifat Ahli Neraka dan Kejahatan Mereka	22	51	Dan orang-orang yang berusaha dengan maksud menentang ayat-ayat Kami dengan melemahkan (kemauan untuk beriman) mereka itu adalah penghuni-penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	22	57	Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, maka bagi mereka azab yang menghinakan.
Sifat Ahli Neraka dan Kejahatan Mereka	22	72	"Dan apabila dibacakan di hadapan mereka ayat-ayat Kami yang terang, niscaya kamu melihat tanda-tanda keingkaran pada muka orang-orang yang kafir itu. Hampir-hampir mereka menyerang orang-orang yang membacakan ayat-ayat Kami di hadapan mereka. Katakanlah ""Apakah akan aku kabarkan kepadamu yang lebih buruk daripada itu, yaitu neraka?"" Allah telah mengancamkannya kepada orang-orang yang kafir. Dan neraka itu adalah seburuk-buruknya tempat kembali."
Sifat Ahli Neraka dan Kejahatan Mereka	23	103	Dan barangsiapa yang ringan timbangannya, maka mereka itulah orang-orang yang merugikan dirinya sendiri, mereka kekal di dalam neraka Jahannam.
